split,participant,sequence_id,target_definition_version,capture_timestamp_basis,status,eligible,reasons,receiving_hand_id,receiving_hand,handover_start_timestamp_ns,handover_end_timestamp_ns,handover_event_start_timestamp_ns,handover_event_end_timestamp_ns,handover_duration_seconds,aggregation_start_timestamp_ns,aggregation_end_timestamp_ns,aggregation_event_start_timestamp_ns,aggregation_event_end_timestamp_ns,aggregation_capture_start_timestamp_ns,aggregation_capture_end_timestamp_ns,target_capture_timestamp_ns,target_capture_aligned_event_timestamp_ns,target_capture_lag_seconds,stable_window_lag_seconds,candidate_rows,candidate_unique_captures,valid_samples,valid_ratio,valid_span_seconds,position_p90_deviation_m,orientation_p90_deviation_deg,target_timestamp_semantics,future_endpoint_policy,future_handover_endpoint_rows,strictly_before_aggregation_handover_endpoint_rows,partially_overlapping_aggregation_handover_endpoint_rows,already_observed_handover_endpoint_rows,overlap_interpretation,target_x_m,target_y_m,target_z_m,target_qx,target_qy,target_qz,target_qw
train,Berat,Berat_4_20260604_155100,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,3154978956000,3159212289000,3154978956000,3159212289000,4.233333,3158678955000,3159178955000,3158678955000,3159178955000,3158703981000.0,3159070649000.0,3159070649000.0,3159078955000.0,0.14164,0.033334,14,14,12,0.8571428571428571,0.366668,0.04617560129430926,21.47420964991711,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,123.0,112.0,11.0,5.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.37228721380233765,0.6414629220962524,0.0295269675552845,0.1039808988571167,0.4942355155944824,0.6406390070915222,0.5783604979515076
train,Berat,Berat_5_20260604_155234,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,3258812287000,3263145620000,3258812287000,3263145620000,4.333333,3262645620000,3263145620000,3262645620000,3263145620000,3262670645000.0,3263037312000.0,3263037312000.0,3263045620000.0,0.108308,0.0,15,15,12,0.8,0.366667,0.00950861890402694,1.4208356902093042,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,127.0,116.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.1866363286972046,0.5439770221710205,0.15008804202079773,-0.2174653261899948,-0.1778039187192917,0.4669671952724457,0.8384725451469421
train,Berat,Berat_6_20260616_142129,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,1,right,570479017000,575545683000,570479017000,575545683000,5.066666,575045683000,575545683000,575045683000,575545683000,,,,,,0.0,15,15,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Berat,Berat_7_20260616_142358,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,717745682000,724012348000,717745682000,724012348000,6.266666,723512348000,724012348000,723512348000,724012348000,723537379000.0,723904040000.0,723904040000.0,723912348000.0,0.108308,0.0,15,15,12,0.8,0.366661,0.0022143683051173324,0.627635204586363,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,185.0,174.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3387843072414398,0.3843405246734619,-0.002954644151031971,0.3167903423309326,0.5516643524169922,0.5083789229393005,0.5803974866867065
train,Berat,Berat_8_20260616_142539,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,825445681000,831212347000,825445681000,831212347000,5.766666,830712347000,831212347000,830712347000,831212347000,830744915000.0,831111480000.0,831111480000.0,831112347000.0,0.100867,0.0,15,15,12,0.8,0.366565,0.0034917373092448268,1.781186765002455,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,170.0,159.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3497757911682129,0.31073716282844543,-0.0007244459120556712,0.43946826457977295,0.516790509223938,0.5253773331642151,0.5135892033576965
train,Berat,Berat_9_20260616_142847,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1010445679000,1017279011000,1010445679000,1017279011000,6.833332,1016779011000,1017279011000,1016779011000,1017279011000,1016804040000.0,1017204037000.0,1017204037000.0,1017212345000.0,0.074974,0.0,13,13,13,1.0,0.399997,0.001293829839877673,1.001086383493305,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,203.0,191.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3609873652458191,0.3248142898082733,-0.004266826901584864,0.39993634819984436,0.5219212770462036,0.5165491104125977,0.5484761595726013
train,David,David_1_20260715_140439,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1579902942000,1585502942000,1579902942000,1585502942000,5.6,1585002942000,1585502942000,1585002942000,1585502942000,1585029115000.0,1585429025000.0,1585429025000.0,1585436276000.0,0.073917,0.0,15,15,13,0.8666666666666667,0.39991,0.0019898363722305797,1.1347060937184268,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,166.0,154.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.19516563415527344,0.4207238256931305,0.11732488870620728,-0.36926907300949097,-0.40744978189468384,0.32287299633026123,0.7703103423118591
train,David,David_2_20260715_140628,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1687236276000,1692402942000,1687236276000,1692402942000,5.166666,1691902942000,1692402942000,1691902942000,1692402942000,1691934014000.0,1692333851000.0,1692333851000.0,1692336276000.0,0.069091,0.0,15,15,13,0.8666666666666667,0.399837,0.0017432152936942178,0.9070530893433649,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,153.0,141.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.20210756361484528,0.43518102169036865,0.1161157488822937,-0.4362258017063141,-0.41358476877212524,0.3594650626182556,0.7137503623962402
train,David,David_3_20260715_140810,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1787369609000,1792669609000,1787369609000,1792669609000,5.3,1792069609000,1792569609000,1792069609000,1792569609000,1792094657000.0,1792461309000.0,1792461309000.0,1792469609000.0,0.2083,0.1,15,15,12,0.8,0.366652,0.00263241571563735,1.1347778432386069,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,153.0,142.0,11.0,7.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.1672215461730957,0.39964526891708374,0.1596679389476776,-0.36320680379867554,-0.38179612159729004,0.34798896312713623,0.775381326675415
train,David,David_4_20260715_140931,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,1867369609000,1874136275000,1867369609000,1874136275000,6.766666,1873636275000,1874136275000,1873636275000,1874136275000,1873665657000.0,1874065526000.0,1874065526000.0,1874069609000.0,0.070749,0.0,15,15,13,0.8666666666666667,0.399869,0.003025739978423654,0.7260126925561365,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,201.0,189.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.4134145677089691,0.41904908418655396,0.1522223949432373,-0.14575845003128052,-0.47107529640197754,0.7124375700950623,0.49927476048469543
train,David,David_5_20260715_141027,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1926569609000,1932469609000,1926569609000,1932469609000,5.9,1931969609000,1932469609000,1931969609000,1932469609000,1931994645000.0,1932361309000.0,1932361309000.0,1932369609000.0,0.1083,0.0,15,15,12,0.8,0.366664,0.0028944652001778527,1.023172616471359,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,174.0,163.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.2160935401916504,0.35584643483161926,0.1086355522274971,-0.38219010829925537,0.4035128057003021,-0.34668660163879395,0.7555902004241943
train,David,David_6_20260715_141130,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1988936275000,1995002942000,1988936275000,1995002942000,6.066667,1994502942000,1995002942000,1994502942000,1995002942000,1994527975000.0,1994894641000.0,1994894641000.0,1994902942000.0,0.108301,0.0,12,12,12,1.0,0.366666,0.0033965655284451664,1.1043109711884604,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,179.0,168.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.23542019724845886,0.3759599030017853,0.09524762630462646,-0.41650545597076416,0.4115220010280609,-0.3047578036785126,0.7511960864067078
train,David,david_7_20260715_141225,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2044069609000,2049402942000,2044069609000,2049402942000,5.333333,2048902942000,2049402942000,2048902942000,2049402942000,2048929787000.0,2049329687000.0,2049329687000.0,2049336275000.0,0.073255,0.0,15,15,13,0.8666666666666667,0.3999,0.002093993966163228,1.1254043635363353,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,158.0,146.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.26594993472099304,0.4279758334159851,0.08448218554258347,-0.4080086052417755,0.42844921350479126,-0.3768517076969147,0.7127012610435486
train,David,david_8_20260715_141314,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2094402942000,2099269609000,2094402942000,2099269609000,4.866667,2098769609000,2099269609000,2098769609000,2099269609000,2098794646000.0,2099161308000.0,2099161308000.0,2099169609000.0,0.108301,0.0,12,12,12,1.0,0.366662,0.0016366859580123167,1.3021265708630763,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,143.0,132.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.23308739066123962,0.44269853830337524,0.0932149589061737,-0.3878498077392578,0.39739879965782166,-0.3878965675830841,0.7356513738632202
train,Felix,Felix_2_20260604_172102,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,8549406675000,8556440008000,8549406675000,8556440008000,7.033333,8555906674000,8556406674000,8555906674000,8556406674000,8555932855000.0,8556299421000.0,8556299421000.0,8556306674000.0,0.140587,0.033334,15,15,12,0.8,0.366566,0.011022324845612918,5.1101240846800415,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,207.0,196.0,11.0,5.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3524925708770752,0.7492388486862183,-0.0942135602235794,0.12075946480035782,-0.02872859127819538,0.841607928276062,0.5256309509277344
train,Felix,Felix_3_20260604_172212,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,8620045563000,8625812229000,8620045563000,8625812229000,5.766666,8625212229000,8625712229000,8625212229000,8625712229000,8625237254000.0,8625603921000.0,8625603921000.0,8625612229000.0,0.208308,0.1,15,15,12,0.8,0.366667,0.007838895630275813,1.9935742117741098,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,167.0,156.0,11.0,7.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.3374404311180115,0.7163549661636353,-0.011511143296957016,0.03033829852938652,0.6376503109931946,0.5738845467567444,0.512969970703125
train,Felix,Felix_4_20260604_172358,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,8727345562000,8732612228000,8727345562000,8732612228000,5.266666,8732112228000,8732612228000,8732112228000,8732612228000,8732137257000.0,8732503920000.0,8732503920000.0,8732512228000.0,0.108308,0.0,12,12,12,1.0,0.366663,0.004576718614507031,1.6648574059976948,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,155.0,144.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.2976921796798706,0.6990405321121216,-0.012124989181756973,0.11567333340644836,0.5835612416267395,0.6122502088546753,0.5207932591438293
train,Florian,Florian_10_20260715_151601,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1099069609000,1104136275000,1099069609000,1104136275000,5.066666,1103636275000,1104136275000,1103636275000,1104136275000,1103661324000.0,1104061309000.0,1104061309000.0,1104069609000.0,0.074966,0.0,14,14,13,0.9285714285714286,0.399985,0.002506056235299629,0.8519674920494678,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,150.0,138.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.2391149252653122,0.4673607647418976,0.11967815458774567,-0.6069992780685425,0.293747216463089,-0.2578986585140228,0.6919196248054504
train,Florian,Florian_1_20260715_150317,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,342702942000,346702942000,342702942000,346702942000,4.0,346202942000,346702942000,346202942000,346702942000,346227976000.0,346627979000.0,346627979000.0,346636276000.0,0.074963,0.0,13,13,13,1.0,0.400003,0.0015282091361157805,0.8681726370322285,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,118.0,106.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.1700941026210785,0.3992166221141815,0.13946503400802612,-0.4963507652282715,-0.3444192111492157,0.42760252952575684,0.6724339127540588
train,Florian,Florian_2_20260715_150637,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,544036276000,547436276000,544036276000,547436276000,3.4,546936276000,547436276000,546936276000,547436276000,546961309000.0,547394643000.0,547394643000.0,547402942000.0,0.041633,0.0,14,14,14,1.0,0.433334,0.0016405438405266775,1.178614336182449,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,101.0,88.0,13.0,2.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15886300802230835,0.4591643810272217,0.09907178580760956,-0.4420379102230072,-0.3598902225494385,0.4971492886543274,0.6541590690612793
train,Florian,Florian_3_20260715_150741,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,608802942000,612569609000,608802942000,612569609000,3.766667,612069609000,612569609000,612069609000,612569609000,612098492000.0,612464963000.0,612464963000.0,612469609000.0,0.104646,0.0,15,15,12,0.8,0.366471,0.0014622503853066612,1.0957553614334647,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,110.0,99.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.12995615601539612,0.44039589166641235,0.08935467898845673,-0.470632404088974,-0.33304980397224426,0.47391989827156067,0.6655696034431458
train,Florian,Florian_4_20260715_150849,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,679602942000,683302943000,679602942000,683302943000,3.700001,682769609000,683269609000,682769609000,683269609000,682801874000.0,683168656000.0,683168656000.0,683169609000.0,0.134287,0.033334,15,15,12,0.8,0.366782,0.0013706778566666144,0.6896355066343757,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,107.0,96.0,11.0,5.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15136104822158813,0.41269880533218384,0.09056531637907028,-0.4255748689174652,-0.416102796792984,0.42097586393356323,0.6844879984855652
train,Florian,Florian_5_20260715_150959,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,1,right,748602942000,753436276000,748602942000,753436276000,4.833334,752869609000,753369609000,752869609000,753369609000,752894644000.0,753261322000.0,753261322000.0,753269609000.0,0.174954,0.066667,15,15,12,0.8,0.366678,0.001978883552073536,0.9997323252956841,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,140.0,129.0,11.0,6.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.15733066201210022,0.47414636611938477,0.13808345794677734,-0.45854562520980835,-0.3575934171676636,0.4251391887664795,0.6936278343200684
train,Florian,Florian_6_20260715_151126,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,833002942000,837802942000,833002942000,837802942000,4.8,837302942000,837802942000,837302942000,837802942000,837327991000.0,837727977000.0,837727977000.0,837736275000.0,0.074965,0.0,15,15,13,0.8666666666666667,0.399986,0.0021164904469170988,0.8199285174138602,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,142.0,130.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.22311335802078247,0.44700804352760315,0.12104056775569916,-0.5647467970848083,0.34597668051719666,-0.2333061844110489,0.7119897603988647
train,Florian,Florian_7_20260715_151245,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,910102943000,914802942000,910102943000,914802942000,4.699999,914302942000,914802942000,914302942000,914802942000,914327975000.0,914694663000.0,914694663000.0,914702942000.0,0.108279,0.0,15,15,12,0.8,0.366688,0.013871680269590885,0.905522096206716,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,138.0,127.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.23266693949699402,0.41705408692359924,0.12707951664924622,-0.5786852240562439,0.33559611439704895,-0.22908252477645874,0.7071208357810974
train,Florian,Florian_8_20260715_151356,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,975702942000,980602942000,975702942000,980602942000,4.9,980102942000,980602942000,980102942000,980602942000,980127976000.0,980527976000.0,980527976000.0,980536276000.0,0.074966,0.0,13,13,13,1.0,0.4,0.002712428682058017,0.7673815767434261,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,145.0,133.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.24149854481220245,0.4551258683204651,0.14015637338161469,-0.5901561379432678,0.3259010314941406,-0.2228810340166092,0.7041507959365845
train,Florian,Florian_9_20260715_151452,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1039402942000,1044669609000,1039402942000,1044669609000,5.266667,1044169609000,1044669609000,1044169609000,1044669609000,1044194643000.0,1044594641000.0,1044594641000.0,1044602942000.0,0.074968,0.0,13,13,13,1.0,0.399998,0.0020513658715319762,1.099800345376874,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,156.0,144.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.24409858882427216,0.489703893661499,0.12982586026191711,-0.5495513081550598,0.33237823843955994,-0.2148171216249466,0.7357796430587769
train,Isa,Isa_10_20260730_182750,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,1977469609000,1984669609000,1977469609000,1984669609000,7.2,1984169609000,1984669609000,1984169609000,1984669609000,1984198223000.0,1984564789000.0,1984564789000.0,1984569609000.0,0.10482,0.0,15,15,12,0.8,0.366566,0.0036996524922120757,0.7390563409623355,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,213.0,202.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",0.22978121042251587,0.3119202256202698,0.07475529611110687,-0.10473893582820892,0.5197834372520447,-0.7088748216629028,0.4651359021663666
train,Isa,Isa_11_20260730_182938,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2085936275000,2095736275000,2085936275000,2095736275000,9.8,2095236275000,2095736275000,2095236275000,2095736275000,2095261316000.0,2095661309000.0,2095661309000.0,2095669609000.0,0.074966,0.0,13,13,13,1.0,0.399993,0.0046850820715996335,1.0936532567923698,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,292.0,280.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.14439250528812408,0.28229498863220215,0.04239146411418915,-0.3810545802116394,0.37802866101264954,-0.34745216369628906,0.768875002861023
train,Isa,Isa_12_20260730_183049,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2154536275000,2161536275000,2154536275000,2161536275000,7.0,2161036275000,2161536275000,2161036275000,2161536275000,2161063001000.0,2161429567000.0,2161429567000.0,2161436275000.0,0.106708,0.0,15,15,12,0.8,0.366566,0.002827528083241831,0.8800693890876236,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,207.0,196.0,11.0,4.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.128840371966362,0.2863377332687378,0.046937357634305954,-0.35721489787101746,0.3638771176338196,-0.33735331892967224,0.7913177013397217
train,Isa,Isa_12_2_20260730_183154,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2220269609000,2236636275000,2220269609000,2236636275000,16.366666,2236136275000,2236636275000,2236136275000,2236636275000,2236161315000.0,2236561309000.0,2236561309000.0,2236569609000.0,0.074966,0.0,15,15,13,0.8666666666666667,0.399994,0.005855716188842931,0.9751334548177687,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,489.0,477.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.16249443590641022,0.31093481183052063,0.04296562075614929,-0.347288578748703,0.37622910737991333,-0.36861762404441833,0.775862991809845
train,Isa,Isa_13_20260730_183253,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,0,left,2281169609000,2288236275000,2281169609000,2288236275000,7.066666,2287736275000,2288236275000,2287736275000,2288236275000,,,,,,0.0,14,14,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Isa,Isa_14_20260730_183443,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,rejected,False,insufficient_valid_samples;low_valid_ratio;insufficient_valid_span,0,left,2390402942000,2396369609000,2390402942000,2396369609000,5.966667,2395869609000,2396369609000,2395869609000,2396369609000,,,,,,0.0,13,13,0,0.0,0.0,,,,,,,,,,,,,,,,
train,Isa,Isa_15_20260730_183544,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2448136275000,2456669609000,2448136275000,2456669609000,8.533334,2456169609000,2456669609000,2456169609000,2456669609000,2456194649000.0,2456594643000.0,2456594643000.0,2456602942000.0,0.074966,0.0,15,15,13,0.8666666666666667,0.399994,0.004667863032432189,1.9245499959424168,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,254.0,242.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.15064691007137299,0.29789799451828003,0.04426155611872673,-0.2482241988182068,0.3114933371543884,-0.41540104150772095,0.8178011178970337
train,Isa,Isa_16_20260730_183636,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2502102943000,2509269609000,2502102943000,2509269609000,7.166666,2508769609000,2509269609000,2508769609000,2509269609000,2508794661000.0,2509194654000.0,2509194654000.0,2509202942000.0,0.074955,0.0,13,13,13,1.0,0.399993,0.002511059543528329,1.0040211471396734,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,213.0,201.0,12.0,3.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.1457953006029129,0.2734120190143585,0.041199058294296265,-0.3123166263103485,0.34492045640945435,-0.33094751834869385,0.8209518790245056
train,Isa,Isa_17_20260730_183720,terminal_endpose_unique_hand_capture_v2,hand_timestamp_ns,accepted,True,,0,left,2544736276000,2552936276000,2544736276000,2552936276000,8.2,2552436276000,2552936276000,2552436276000,2552936276000,2552461316000.0,2552894643000.0,2552894643000.0,2552902942000.0,0.041633,0.0,14,14,14,1.0,0.433327,0.002639704059822432,1.0790651319771827,latest unique valid physical hand capture used by the accepted robust aggregation,endpoint timestamp_ns < target_capture_timestamp_ns,245.0,232.0,13.0,2.0,"Endpoints inside the aggregation-capture interval are terminal-state estimation with partial target evidence, not fully pre-aggregation forecasting. Endpoints at or after the final target capture are masked.",-0.14409072697162628,0.285659521818161,0.053165026009082794,-0.2989916205406189,0.3375939428806305,-0.32634779810905457,0.8307415246963501
